length of solution,time(s),,length of solution,average time(s)
12,0.000182152,,,
12,0.00018239,,,
12,0.00019598,,,
12,0.000180244,,,
12,0.000199795,,,
12,0.00017786,,,
12,0.00020051,,,
12,0.000217915,,,
12,0.000196695,,,
12,0.000182152,,,
12,0.000196934,,,
12,0.000196695,,,
12,0.000197411,,,
12,0.000197887,,,
12,0.000198126,,,
12,0.000184536,,,
12,0.000196218,,,
12,0.000184059,,,
12,0.00019598,,,
12,0.000221968,,,
12,0.000196218,,,
12,0.000225544,,,
12,0.000200033,,,
12,0.000184059,,,
12,0.000183582,,,
12,0.000183344,,,
12,0.000217199,,,
12,0.000181198,,,
12,0.00019455,,,
12,0.000194073,,,
12,0.000196457,,,
12,0.000196457,,,
12,0.000198126,,,
12,0.000202417,,,
12,0.000198603,,,
12,0.00019908,,,
12,0.000199556,,,
12,0.000198603,,,
12,0.00020051,,,
12,0.000334978,,,
12,0.000180721,,,
12,0.000184536,,,
12,0.000184298,,,
12,0.000182629,,,
12,0.000202179,,,
12,0.000184298,,,
12,0.000183582,,,
12,0.000199795,,,
12,0.000186205,,,
12,0.000184059,,,
12,0.000193834,,,
12,0.000180244,,,
12,0.000193596,,,
12,0.000184059,,,
12,0.000198364,,,
12,0.000198603,,,
12,0.000185251,,,
12,0.000179529,,,
12,0.000196457,,,
12,0.000197649,,,
12,0.000199556,,,
12,0.000197411,,,
12,0.000198841,,,
12,0.000181675,,,
12,0.000198126,,,
12,0.00020051,,,
12,0.000197411,,,
12,0.000294209,,,
12,0.000205517,,,
12,0.000198126,,,
12,0.000199318,,,
12,0.000204325,,,
12,0.000195265,,,
12,0.000183105,,,
12,0.000191927,,,
12,0.000181675,,,
12,0.000184536,,,
12,0.000198126,,,
12,0.000204802,,,
12,0.000197172,,,
12,0.000197887,,,
12,0.000200033,,,
12,0.00018239,,,
12,0.000195742,,,
12,0.000198603,,,
12,0.000181913,,,
12,0.000197887,,,
12,0.000195503,,,
12,0.000198603,,,
12,0.000195265,,,
12,0.000197649,,,
12,0.000195026,,,
12,0.000185728,,,
12,0.000182629,,,
12,0.000198364,,,
12,0.000198364,,,
12,0.000194788,,,
12,0.000187635,,,
12,0.000198126,,,
12,0.00019908,,,
12,0.000200033,,,
12,0.000185013,,,
12,0.000182629,,,
12,0.000199556,,,
12,0.000193357,,,
12,0.000203848,,,
12,0.000200272,,,
12,0.000249147,,,
12,0.000196695,,,
12,0.0001688,,,
12,0.000200748,,,
12,0.000179291,,,
12,0.000200272,,,
12,0.000182629,,,
12,0.000199318,,,
12,0.000201225,,,
12,0.000180006,,,
12,0.00019455,,,
12,0.000181675,,,
12,0.000197411,,,
12,0.000181913,,,
12,0.000200987,,,
12,0.000197887,,,
12,0.000184774,,,
12,0.000196218,,,
12,0.000196695,,,
12,0.000182152,,,
12,0.000197887,,,
12,0.000236511,,,
12,0.000177383,,,
12,0.000188828,,,
12,0.000186682,,,
12,0.000180006,,,
12,0.000178576,,,
12,0.000197649,,,
12,0.000181913,,,
14,0.000217438,,,
14,0.000203609,,,
14,0.000216007,,,
14,0.000233412,,,
14,0.000215054,,,
14,0.000219107,,,
14,0.000219345,,,
14,0.000262976,,,
14,0.000226736,,,
14,0.000231504,,,
14,0.000189781,,,
14,0.000252724,,,
14,0.000204086,,,
14,0.000215054,,,
14,0.000246286,,,
14,0.000234127,,,
14,0.000205517,,,
14,0.000222683,,,
14,0.000207186,,,
14,0.000265598,,,
14,0.000206709,,,
14,0.000209093,,,
14,0.000206947,,,
14,0.00041151,,,
14,0.000191689,,,
14,0.000220537,,,
14,0.000228167,,,
14,0.000220299,,,
14,0.000204086,,,
14,0.000210285,,,
14,0.000226498,,,
14,0.000225544,,,
14,0.000213861,,,
14,0.00022459,,,
14,0.00022006,,,
14,0.000207424,,,
14,0.000222921,,,
14,0.000231504,,,
14,0.000210524,,,
14,0.00023818,,,
14,0.000198841,,,
14,0.000221014,,,
14,0.000223637,,,
14,0.000235319,,,
14,0.000220776,,,
14,0.000226498,,,
14,0.000221729,,,
14,0.000190496,,,
14,0.000223398,,,
14,0.000225067,,,
14,0.000222206,,,
14,0.000223875,,,
14,0.00022316,,,
14,0.000226259,,,
14,0.000207424,,,
14,0.000326633,,,
14,0.000220299,,,
14,0.000224829,,,
14,0.000225306,,,
14,0.000247955,,,
14,0.000228167,,,
14,0.000235796,,,
14,0.000211716,,,
14,0.000209808,,,
14,0.000197887,,,
14,0.000228167,,,
14,0.000207424,,,
14,0.000221968,,,
14,0.000222921,,,
14,0.000194073,,,
14,0.000243425,,,
14,0.000215054,,,
14,0.000239134,,,
14,0.000213385,,,
14,0.000211954,,,
14,0.000210762,,,
14,0.000223875,,,
14,0.00022459,,,
14,0.000206709,,,
14,0.00020957,,,
14,0.000223875,,,
14,0.000222683,,,
14,0.00022316,,,
14,0.000243187,,,
14,0.000209332,,,
14,0.000239611,,,
14,0.000228405,,,
14,0.000224829,,,
14,0.000242472,,,
14,0.000226021,,,
14,0.000226974,,,
14,0.000242472,,,
14,0.000225306,,,
14,0.000224352,,,
14,0.000220537,,,
14,0.000226259,,,
14,0.000224352,,,
14,0.000225306,,,
14,0.000222921,,,
14,0.000226021,,,
14,0.000231266,,,
14,0.000224352,,,
14,0.000226259,,,
14,0.000230312,,,
14,0.000286341,,,
14,0.000224829,,,
14,0.000227928,,,
14,0.000222206,,,
14,0.000225306,,,
14,0.00024724,,,
14,0.000230074,,,
14,0.000247717,,,
14,0.000225544,,,
14,0.000227213,,,
14,0.00022459,,,
14,0.000225544,,,
14,0.000218391,,,
14,0.000227928,,,
14,0.000209332,,,
14,0.000203133,,,
14,0.000222921,,,
14,0.000244617,,,
14,0.000208855,,,
14,0.00022459,,,
14,0.000224829,,,
14,0.000222206,,,
14,0.000225782,,,
14,0.000206232,,,
14,0.000209332,,,
14,0.000192642,,,
14,0.000198603,,,
14,0.000225306,,,
14,0.000208378,,,
14,0.000206947,,,
14,0.000226498,,,
14,0.00020957,,,
14,0.000222206,,,
14,0.000226498,,,
14,0.000209808,,,
14,0.000225544,,,
14,0.000225306,,,
14,0.000204802,,,
14,0.000219107,,,
14,0.000228643,,,
14,0.000225544,,,
14,0.000227928,,,
14,0.000230074,,,
14,0.000241995,,,
14,0.000239611,,,
14,0.000222445,,,
14,0.000242472,,,
14,0.000224113,,,
14,0.000207424,,,
14,0.000210524,,,
14,0.000226498,,,
14,0.000212669,,,
14,0.000205994,,,
14,0.000242949,,,
14,0.000210762,,,
14,0.000223637,,,
14,0.000242233,,,
14,0.000227213,,,
14,0.000224829,,,
14,0.000221729,,,
14,0.000226736,,,
14,0.000240803,,,
14,0.000221252,,,
14,0.00022769,,,
14,0.000225782,,,
14,0.000244617,,,
14,0.000209808,,,
14,0.000226974,,,
14,0.000192881,,,
14,0.000246763,,,
14,0.000241041,,,
14,0.000226259,,,
14,0.000226021,,,
14,0.000251055,,,
14,0.000224352,,,
14,0.00033164,,,
14,0.000227213,,,
14,0.000227451,,,
14,0.00022769,,,
14,0.000205755,,,
14,0.000208616,,,
14,0.00022459,,,
14,0.000241995,,,
14,0.000228405,,,
14,0.00022769,,,
14,0.000207901,,,
14,0.000197411,,,
14,0.000219822,,,
14,0.000211239,,,
14,0.000224829,,,
14,0.000238419,,,
14,0.000211,,,
14,0.000224829,,,
14,0.000230789,,,
14,0.000223637,,,
14,0.000211239,,,
14,0.000226259,,,
14,0.000222445,,,
14,0.000206709,,,
14,0.000222683,,,
14,0.000221252,,,
14,0.000225782,,,
14,0.000192165,,,
14,0.00022316,,,
14,0.000227451,,,
14,0.000258684,,,
14,0.000220537,,,
14,0.000230312,,,
14,0.000286341,,,
14,0.000208378,,,
14,0.000225544,,,
14,0.000212431,,,
14,0.000211477,,,
14,0.000229597,,,
14,0.00024128,,,
14,0.000255585,,,
14,0.000225782,,,
14,0.000222683,,,
14,0.000222445,,,
14,0.00022316,,,
14,0.000212193,,,
14,0.000205517,,,
14,0.00025034,,,
14,0.00022459,,,
14,0.000247478,,,
14,0.000241995,,,
14,0.000224352,,,
14,0.000243425,,,
14,0.000206947,,,
14,0.000239849,,,
14,0.000210047,,,
14,0.000238657,,,
14,0.000225544,,,
14,0.000324488,,,
14,0.000226021,,,
14,0.000212908,,,
14,0.000228405,,,
14,0.000222445,,,
14,0.000221252,,,
14,0.000223637,,,
14,0.000241041,,,
14,0.00023818,,,
14,0.000227451,,,
14,0.000225067,,,
14,0.000240564,,,
14,0.000226498,,,
14,0.000220776,,,
14,0.00023365,,,
14,0.000208378,,,
14,0.000205755,,,
14,0.000225306,,,
14,0.000221491,,,
14,0.000206709,,,
14,0.000219345,,,
14,0.000220537,,,
14,0.000226974,,,
14,0.00026226,,,
14,0.000240088,,,
14,0.000219107,,,
14,0.000240088,,,
14,0.000196934,,,
14,0.000225067,,,
14,0.000211477,,,
14,0.000227213,,,
14,0.000205755,,,
14,0.000218391,,,
14,0.000221014,,,
14,0.000209093,,,
14,0.000221252,,,
14,0.000223398,,,
14,0.000241756,,,
14,0.000222206,,,
14,0.000224113,,,
14,0.000230551,,,
14,0.000216484,,,
14,0.000226021,,,
14,0.000203848,,,
14,0.000205994,,,
14,0.000216484,,,
14,0.000211477,,,
14,0.000213623,,,
14,0.00020647,,,
14,0.000238419,,,
14,0.000329494,,,
14,0.000226736,,,
14,0.000228643,,,
14,0.000225067,,,
14,0.000226259,,,
14,0.00022316,,,
14,0.000222445,,,
14,0.000221014,,,
14,0.000245571,,,
14,0.000224352,,,
14,0.000210285,,,
14,0.000224113,,,
14,0.000222683,,,
14,0.000223637,,,
14,0.00019145,,,
14,0.000221729,,,
14,0.000208378,,,
14,0.000208855,,,
14,0.000207901,,,
14,0.000228643,,,
14,0.000220776,,,
14,0.000229597,,,
14,0.000243664,,,
14,0.000239611,,,
14,0.000221491,,,
14,0.000220776,,,
14,0.000247478,,,
14,0.000208855,,,
14,0.000217199,,,
14,0.000296354,,,
14,0.000228882,,,
14,0.000204325,,,
14,0.000248909,,,
14,0.000275135,,,
14,0.000240326,,,
14,0.000222206,,,
14,0.000196218,,,
14,0.000225782,,,
14,0.000283241,,,
14,0.000234842,,,
14,0.000210047,,,
14,0.000219822,,,
14,0.000220537,,,
14,0.000325918,,,
14,0.000225067,,,
14,0.000239611,,,
14,0.000205755,,,
14,0.000222683,,,
14,0.000241041,,,
14,0.000226974,,,
14,0.000328064,,,
14,0.000223398,,,
14,0.000211716,,,
14,0.000226736,,,
14,0.000221252,,,
14,0.00020504,,,
14,0.000223637,,,
14,0.000203371,,,
14,0.000240088,,,
14,0.000244856,,,
14,0.000207186,,,
14,0.000226736,,,
14,0.000210285,,,
14,0.000197887,,,
14,0.000194073,,,
14,0.000227928,,,
14,0.000238895,,,
14,0.000222921,,,
14,0.000230074,,,
14,0.000207663,,,
14,0.000253677,,,
14,0.000213146,,,
14,0.000226974,,,
14,0.000218153,,,
14,0.000226974,,,
14,0.000226498,,,
14,0.000211,,,
14,0.00020504,,,
14,0.000227451,,,
14,0.000226498,,,
14,0.000226974,,,
14,0.000205278,,,
14,0.000222445,,,
14,0.000219822,,,
14,0.000227213,,,
14,0.000348806,,,
14,0.000199318,,,
14,0.000225544,,,
14,0.000238895,,,
14,0.000222445,,,
14,0.000207901,,,
14,0.000211,,,
14,0.000227451,,,
14,0.000230312,,,
14,0.000220776,,,
14,0.000255585,,,
14,0.000224829,,,
14,0.00021863,,,
14,0.000225782,,,
14,0.000206709,,,
14,0.000226498,,,
14,0.000212908,,,
14,0.000231504,,,
14,0.000212908,,,
14,0.000220776,,,
14,0.00022459,,,
14,0.000226259,,,
14,0.000227213,,,
14,0.000189304,,,
14,0.000209093,,,
14,0.000221014,,,
14,0.000225782,,,
14,0.000224829,,,
14,0.000203371,,,
14,0.000224829,,,
14,0.000220776,,,
14,0.000210285,,,
14,0.000204802,,,
14,0.000216246,,,
14,0.000229359,,,
14,0.000224829,,,
14,0.00030303,,,
14,0.000239611,,,
14,0.000259876,,,
14,0.000203371,,,
14,0.000220537,,,
14,0.00022006,,,
14,0.000222206,,,
14,0.000212908,,,
14,0.000243187,,,
14,0.00022316,,,
14,0.000223398,,,
14,0.000223637,,,
14,0.000228167,,,
14,0.000192881,,,
14,0.00020504,,,
14,0.000207901,,,
14,0.00022459,,,
14,0.000219107,,,
14,0.000206947,,,
14,0.000219345,,,
14,0.000239372,,,
14,0.00023818,,,
14,0.000221968,,,
14,0.000188112,,,
14,0.000211,,,
14,0.000193596,,,
14,0.000209808,,,
14,0.000209808,,,
14,0.000225067,,,
14,0.000231504,,,
14,0.000216961,,,
14,0.000210285,,,
14,0.000226736,,,
14,0.000285625,,,
14,0.000223398,,,
14,0.000219584,,,
14,0.000230551,,,
14,0.000240088,,,
14,0.000243425,,,
14,0.000241518,,,
14,0.000207424,,,
14,0.000222683,,,
14,0.000205994,,,
14,0.000225067,,,
14,0.00020957,,,
14,0.000222683,,,
14,0.000227213,,,
14,0.000221968,,,
14,0.000204563,,,
14,0.000208855,,,
14,0.000227451,,,
14,0.000192404,,,
14,0.000227928,,,
14,0.000223637,,,
14,0.000242949,,,
14,0.000225782,,,
14,0.000255585,,,
14,0.000225782,,,
14,0.000225544,,,
14,0.000208616,,,
14,0.000205994,,,
14,0.000228405,,,
14,0.000210524,,,
14,0.000228167,,,
14,0.000224352,,,
14,0.000241041,,,
14,0.000224829,,,
14,0.00022316,,,
14,0.000210524,,,
14,0.000223875,,,
14,0.000221252,,,
14,0.000226021,,,
14,0.000211239,,,
14,0.00022459,,,
14,0.000239849,,,
14,0.00020957,,,
14,0.000239134,,,
14,0.000228405,,,
14,0.000221491,,,
14,0.000224829,,,
14,0.000221014,,,
14,0.000266075,,,
14,0.000235081,,,
14,0.000221252,,,
14,0.000207186,,,
14,0.000225306,,,
14,0.000206947,,,
14,0.000205517,,,
14,0.000227451,,,
14,0.000230074,,,
14,0.000222921,,,
14,0.000192881,,,
14,0.000223637,,,
14,0.000322819,,,
14,0.000239849,,,
14,0.000207424,,,
14,0.000212908,,,
14,0.000224352,,,
14,0.00022459,,,
14,0.000208139,,,
14,0.000207424,,,
14,0.000235558,,,
14,0.000219584,,,
14,0.000220776,,,
14,0.000239372,,,
14,0.000214577,,,
14,0.00020504,,,
14,0.000235796,,,
14,0.000243425,,,
14,0.000204563,,,
14,0.000199556,,,
14,0.000248194,,,
14,0.00020051,,,
14,0.000216007,,,
14,0.000236034,,,
14,0.000205994,,,
14,0.000205517,,,
14,0.000239849,,,
14,0.00022316,,,
14,0.000207901,,,
14,0.000221252,,,
14,0.000217915,,,
14,0.000233412,,,
14,0.00021863,,,
14,0.000319004,,,
14,0.000221729,,,
14,0.000213385,,,
14,0.00023365,,,
14,0.000230312,,,
14,0.000227213,,,
14,0.000226021,,,
14,0.000217199,,,
14,0.000222445,,,
14,0.000223637,,,
14,0.000346184,,,
14,0.000226021,,,
14,0.000239849,,,
14,0.000208378,,,
14,0.000222206,,,
14,0.000192642,,,
14,0.000260592,,,
14,0.000220776,,,
14,0.000240326,,,
14,0.000228882,,,
14,0.000218391,,,
14,0.000205755,,,
14,0.000218868,,,
14,0.000220776,,,
14,0.000319004,,,
14,0.00020957,,,
14,0.000226021,,,
14,0.000221729,,,
14,0.000221491,,,
14,0.00023222,,,
14,0.000220537,,,
14,0.000220299,,,
14,0.000211954,,,
14,0.000224113,,,
14,0.000242949,,,
14,0.000253677,,,
14,0.000239611,,,
14,0.00022459,,,
14,0.000221729,,,
14,0.000221252,,,
14,0.000221491,,,
14,0.000239611,,,
14,0.000240088,,,
14,0.000223637,,,
14,0.000240088,,,
14,0.000221491,,,
14,0.000225782,,,
14,0.000225306,,,
14,0.000224829,,,
14,0.000238657,,,
14,0.000206947,,,
14,0.000226021,,,
14,0.00022316,,,
14,0.000226974,,,
14,0.000227213,,,
14,0.00022316,,,
14,0.000228882,,,
14,0.000230551,,,
14,0.000208616,,,
14,0.000223875,,,
14,0.00024271,,,
14,0.000211,,,
14,0.000226974,,,
14,0.000208855,,,
14,0.000226021,,,
14,0.0002141,,,
14,0.00022459,,,
14,0.000208855,,,
14,0.000209808,,,
14,0.000221014,,,
14,0.00022316,,,
14,0.000228167,,,
14,0.000207663,,,
14,0.000240088,,,
14,0.000220776,,,
14,0.000226021,,,
14,0.000206232,,,
14,0.0002563,,,
14,0.000240326,,,
14,0.000225067,,,
14,0.000220299,,,
14,0.000221729,,,
14,0.000217438,,,
14,0.000240088,,,
14,0.000205278,,,
14,0.000209808,,,
14,0.000220776,,,
14,0.000237226,,,
14,0.000218868,,,
14,0.000222921,,,
14,0.000221252,,,
14,0.000220776,,,
14,0.000223398,,,
14,0.000242949,,,
14,0.00022459,,,
14,0.000207424,,,
14,0.000217915,,,
14,0.000225782,,,
14,0.000366926,,,
14,0.000212669,,,
14,0.000254393,,,
14,0.000226259,,,
14,0.000222683,,,
14,0.000219822,,,
14,0.0002141,,,
14,0.000204563,,,
14,0.000209332,,,
14,0.000352859,,,
14,0.000250101,,,
14,0.000208378,,,
14,0.000225782,,,
14,0.000225067,,,
14,0.000243425,,,
14,0.000221729,,,
14,0.000210285,,,
14,0.000208855,,,
14,0.000222206,,,
14,0.000220299,,,
14,0.000205755,,,
14,0.000212193,,,
14,0.000226259,,,
14,0.000260353,,,
14,0.000247002,,,
14,0.000208378,,,
14,0.000206947,,,
14,0.000226736,,,
14,0.000210047,,,
14,0.000220776,,,
14,0.000254154,,,
14,0.000210524,,,
14,0.000222206,,,
14,0.000221252,,,
14,0.000222683,,,
14,0.000211954,,,
14,0.000225782,,,
14,0.000214815,,,
14,0.000213861,,,
14,0.000226259,,,
14,0.000221729,,,
14,0.000219107,,,
14,0.000241041,,,
14,0.000231981,,,
14,0.000241756,,,
14,0.00023818,,,
14,0.000228405,,,
14,0.000202179,,,
14,0.000221491,,,
14,0.000222206,,,
14,0.000227451,,,
14,0.000191927,,,
14,0.000225306,,,
14,0.000226498,,,
14,0.000227213,,,
14,0.000225544,,,
14,0.000209332,,,
14,0.000227451,,,
14,0.000226974,,,
14,0.000203609,,,
14,0.000223398,,,
14,0.000226498,,,
14,0.000226021,,,
14,0.000193596,,,
14,0.00025034,,,
14,0.00033164,,,
14,0.000221968,,,
14,0.000224352,,,
14,0.000220776,,,
14,0.000205278,,,
14,0.000205994,,,
14,0.000230551,,,
14,0.000206709,,,
14,0.000210524,,,
14,0.000222921,,,
14,0.000233889,,,
14,0.000224829,,,
14,0.000237465,,,
14,0.000214577,,,
14,0.000221252,,,
14,0.000224352,,,
14,0.000223875,,,
14,0.000207663,,,
14,0.000242233,,,
14,0.000225306,,,
14,0.000227213,,,
14,0.000208378,,,
14,0.000180244,,,
14,0.000221252,,,
14,0.000211239,,,
14,0.000210285,,,
14,0.00020504,,,
14,0.000240564,,,
14,0.000254154,,,
14,0.00020647,,,
14,0.000221729,,,
14,0.000226259,,,
14,0.000208616,,,
14,0.000247717,,,
14,0.000190973,,,
14,0.00022316,,,
14,0.000240326,,,
14,0.00022459,,,
14,0.000285625,,,
14,0.000237465,,,
14,0.000207424,,,
14,0.000231981,,,
14,0.000246048,,,
14,0.000204086,,,
14,0.000241995,,,
14,0.000208855,,,
14,0.000229359,,,
14,0.000324726,,,
14,0.000222445,,,
14,0.000256062,,,
14,0.000223637,,,
14,0.00019145,,,
14,0.000202179,,,
14,0.000222921,,,
14,0.000240088,,,
14,0.000208139,,,
14,0.000217438,,,
14,0.000240564,,,
14,0.000221729,,,
14,0.000225782,,,
14,0.000220299,,,
14,0.000226498,,,
14,0.000209093,,,
14,0.000224352,,,
14,0.000223875,,,
14,0.000208378,,,
14,0.000204802,,,
14,0.000255585,,,
14,0.000236988,,,
14,0.000219822,,,
14,0.000222445,,,
14,0.000220537,,,
14,0.000220299,,,
14,0.000221729,,,
14,0.000221729,,,
14,0.000208616,,,
14,0.00022316,,,
14,0.000208855,,,
14,0.000241995,,,
14,0.000221968,,,
14,0.000217438,,,
14,0.000243902,,,
14,0.000222445,,,
14,0.000222921,,,
14,0.000221252,,,
14,0.000227451,,,
14,0.000204802,,,
14,0.000230074,,,
14,0.000221729,,,
14,0.000221729,,,
14,0.000222683,,,
14,0.00022316,,,
14,0.000229359,,,
14,0.000203133,,,
14,0.000207186,,,
14,0.00022006,,,
14,0.000224352,,,
14,0.000222206,,,
14,0.00022316,,,
14,0.000224113,,,
14,0.000219822,,,
14,0.000222683,,,
14,0.000226259,,,
14,0.000210285,,,
14,0.000221729,,,
14,0.000221968,,,
14,0.000224113,,,
14,0.000225782,,,
14,0.000209093,,,
14,0.000206232,,,
14,0.000221491,,,
14,0.000220776,,,
14,0.000211716,,,
14,0.000267506,,,
14,0.000222445,,,
14,0.000233173,,,
14,0.00024271,,,
14,0.000229836,,,
14,0.000241756,,,
14,0.000220299,,,
14,0.000221729,,,
14,0.000219584,,,
14,0.000224352,,,
14,0.000219822,,,
14,0.000204563,,,
16,0.000404835,,,
16,0.000248909,,,
16,0.0003438,,,
16,0.000244379,,,
16,0.000282526,,,
16,0.000248671,,,
16,0.000241041,,,
16,0.000247717,,,
16,0.000299931,,,
16,0.000270367,,,
16,0.000228882,,,
16,0.000261307,,,
16,0.000254869,,,
16,0.000308275,,,
16,0.00026989,,,
16,0.0003407,,,
16,0.00022769,,,
16,0.000261307,,,
16,0.000240326,,,
16,0.000258684,,,
16,0.000243425,,,
16,0.000237465,,,
16,0.000256062,,,
16,0.000265121,,,
16,0.000212431,,,
16,0.000243902,,,
16,0.000267029,,,
16,0.000267506,,,
16,0.000242949,,,
16,0.000248909,,,
16,0.000263453,,,
16,0.000258207,,,
16,0.000231743,,,
16,0.000228405,,,
16,0.000244379,,,
16,0.000249863,,,
16,0.000250578,,,
16,0.000248432,,,
16,0.000262976,,,
16,0.000249147,,,
16,0.000253916,,,
16,0.000231028,,,
16,0.000310421,,,
16,0.000252724,,,
16,0.000263929,,,
16,0.000262499,,,
16,0.000263691,,,
16,0.000250816,,,
16,0.000229836,,,
16,0.000251055,,,
16,0.000245333,,,
16,0.000251055,,,
16,0.000269651,,,
16,0.000267267,,,
16,0.000230551,,,
16,0.000250578,,,
16,0.00025034,,,
16,0.00024724,,,
16,0.000248909,,,
16,0.000275373,,,
16,0.00026083,,,
16,0.000272274,,,
16,0.00025034,,,
16,0.000277042,,,
16,0.000250816,,,
16,0.000272512,,,
16,0.000265837,,,
16,0.000249147,,,
16,0.000255585,,,
16,0.000247717,,,
16,0.000254393,,,
16,0.000255585,,,
16,0.000268936,,,
16,0.000335932,,,
16,0.000235319,,,
16,0.000253201,,,
16,0.000266075,,,
16,0.00027132,,,
16,0.000251293,,,
16,0.000264406,,,
16,0.00025177,,,
16,0.000250578,,,
16,0.00032258,,,
16,0.000270605,,,
16,0.00025034,,,
16,0.000250101,,,
16,0.000253677,,,
16,0.000246763,,,
16,0.000267506,,,
16,0.000249863,,,
16,0.000296831,,,
16,0.000249863,,,
16,0.000254393,,,
16,0.000267506,,,
16,0.000264168,,,
16,0.00025034,,,
16,0.000267506,,,
16,0.000253439,,,
16,0.000248671,,,
16,0.000272751,,,
16,0.000248671,,,
16,0.000242472,,,
16,0.000258207,,,
16,0.00025177,,,
16,0.000250578,,,
16,0.000250578,,,
16,0.000261307,,,
16,0.000246763,,,
16,0.000252962,,,
16,0.000234604,,,
16,0.000276566,,,
16,0.000255823,,,
16,0.000222921,,,
16,0.000272512,,,
16,0.000234842,,,
16,0.000250578,,,
16,0.000235558,,,
16,0.000248194,,,
16,0.000252008,,,
16,0.000252008,,,
16,0.000256538,,,
16,0.000247717,,,
16,0.000254393,,,
16,0.00027132,,,
16,0.000237226,,,
16,0.000260115,,,
16,0.000231743,,,
16,0.000257492,,,
16,0.000252962,,,
16,0.000256062,,,
16,0.000255346,,,
16,0.00028491,,,
16,0.000235081,,,
16,0.000248671,,,
16,0.000291348,,,
16,0.000266552,,,
16,0.000278473,,,
16,0.000267267,,,
16,0.000271082,,,
16,0.000294447,,,
16,0.000242472,,,
16,0.000252008,,,
16,0.000252008,,,
16,0.000259161,,,
16,0.000270128,,,
16,0.000256777,,,
16,0.00025773,,,
16,0.000256777,,,
16,0.00023818,,,
16,0.000267982,,,
16,0.000252724,,,
16,0.000248671,,,
16,0.000255108,,,
16,0.000254631,,,
16,0.000251532,,,
16,0.000249386,,,
16,0.000271559,,,
16,0.000254869,,,
16,0.000251055,,,
16,0.000268459,,,
16,0.000270128,,,
16,0.000249863,,,
16,0.000254631,,,
16,0.000250101,,,
16,0.000266075,,,
16,0.000268221,,,
16,0.000266314,,,
16,0.000248909,,,
16,0.000252247,,,
16,0.000252962,,,
16,0.000252008,,,
16,0.000236034,,,
16,0.000237226,,,
16,0.000259638,,,
16,0.000244856,,,
16,0.000268936,,,
16,0.00022912,,,
16,0.000329256,,,
16,0.00024724,,,
16,0.000251055,,,
16,0.000270844,,,
16,0.000253439,,,
16,0.00025034,,,
16,0.000252724,,,
16,0.000233412,,,
16,0.000252485,,,
16,0.000272751,,,
16,0.000250101,,,
16,0.000247717,,,
16,0.000249147,,,
16,0.00023675,,,
16,0.000270605,,,
16,0.000269651,,,
16,0.00027895,,,
16,0.000241041,,,
16,0.000238895,,,
16,0.000333548,,,
16,0.000268459,,,
16,0.000273228,,,
16,0.000252485,,,
16,0.000249386,,,
16,0.000254154,,,
16,0.000231504,,,
16,0.000252962,,,
16,0.000249147,,,
16,0.000236988,,,
16,0.000254393,,,
16,0.000250816,,,
16,0.000254869,,,
16,0.000344753,,,
16,0.000268936,,,
16,0.000275135,,,
16,0.00025034,,,
16,0.00026679,,,
16,0.000268221,,,
16,0.000269651,,,
16,0.000267267,,,
16,0.000267744,,,
16,0.000249624,,,
16,0.000253916,,,
16,0.000253916,,,
16,0.000256538,,,
16,0.000346899,,,
16,0.000255108,,,
16,0.000270128,,,
16,0.000252247,,,
16,0.000250816,,,
16,0.000249386,,,
16,0.00023818,,,
16,0.0002563,,,
16,0.000256062,,,
16,0.000236988,,,
16,0.000252962,,,
16,0.000251055,,,
16,0.000293255,,,
16,0.000252008,,,
16,0.000255108,,,
16,0.00032115,,,
16,0.000228643,,,
16,0.000267982,,,
16,0.000353575,,,
16,0.000255346,,,
16,0.000251293,,,
16,0.000267982,,,
16,0.000267982,,,
16,0.000235319,,,
16,0.000337124,,,
16,0.000265598,,,
16,0.00023222,,,
16,0.000216961,,,
16,0.000234365,,,
16,0.000249386,,,
16,0.00026536,,,
16,0.000270128,,,
16,0.000268459,,,
16,0.000304699,,,
16,0.000271559,,,
16,0.000323772,,,
16,0.000247478,,,
16,0.000252008,,,
16,0.000258684,,,
16,0.000272751,,,
16,0.000248671,,,
16,0.000246763,,,
16,0.000249624,,,
16,0.000240326,,,
16,0.000249863,,,
16,0.000258207,,,
16,0.000269413,,,
16,0.00029397,,,
16,0.000396013,,,
16,0.000254631,,,
16,0.000258684,,,
16,0.000267744,,,
16,0.000252247,,,
16,0.000266314,,,
16,0.000273943,,,
16,0.000240088,,,
16,0.000299215,,,
16,0.000270128,,,
16,0.000255108,,,
16,0.000293255,,,
16,0.000250578,,,
16,0.000239372,,,
16,0.000232458,,,
16,0.000255346,,,
16,0.000252962,,,
16,0.000293016,,,
16,0.000354528,,,
16,0.000265598,,,
16,0.00026679,,,
16,0.000256538,,,
16,0.000254393,,,
16,0.000277042,,,
16,0.000230789,,,
16,0.000251293,,,
16,0.000248909,,,
16,0.000251293,,,
16,0.000251532,,,
16,0.000232697,,,
16,0.000229359,,,
16,0.000249386,,,
16,0.000249386,,,
16,0.000361681,,,
16,0.000237226,,,
16,0.000276804,,,
16,0.000279665,,,
16,0.000266075,,,
16,0.000252008,,,
16,0.0002563,,,
16,0.0003438,,,
16,0.000248909,,,
16,0.000282526,,,
16,0.00023675,,,
16,0.000265121,,,
